PRODUCT_NAME,DESCRIPTION,DESCRIPTION - Detail 1,DESCRIPTION - Detail 2,DESCRIPTION - Detail 3,STANDARD_COST,LIST_PRICE,QUANTITY,WAREHOUSE_NAME,,ADDRESS,,CITY,STATE,COUNTRY_NAME
AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,1343.84,1499.99,72,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,1343.84,1499.99,60,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,706.99,999.99,128,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,706.99,999.99,111,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,706.99,999.99,175,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,706.99,999.99,178,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,706.99,999.99,246,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,706.99,999.99,211,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,706.99,999.99,184,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,706.99,999.99,164,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,706.99,999.99,143,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,799.05,949.89,128,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,799.05,949.89,110,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,799.05,949.89,175,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,799.05,949.89,177,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,799.05,949.89,245,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,799.05,949.89,210,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,799.05,949.89,184,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,799.05,949.89,163,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,799.05,949.89,143,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,688.35,873.98,129,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,688.35,873.98,111,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,688.35,873.98,176,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,688.35,873.98,178,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,688.35,873.98,246,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,688.35,873.98,211,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,688.35,873.98,185,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,688.35,873.98,164,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,688.35,873.98,144,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,696.14,864.98,179,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,696.14,864.98,167,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,696.14,864.98,155,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,696.14,864.98,251,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,696.14,864.98,239,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,696.14,864.98,227,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,696.14,864.98,215,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,696.14,864.98,203,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,696.14,864.98,191,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,742.94,863.98,125,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,742.94,863.98,113,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,742.94,863.98,209,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,742.94,863.98,197,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,742.94,863.98,185,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,742.94,863.98,173,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,742.94,863.98,161,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,742.94,863.98,149,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,742.94,863.98,137,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,702.35,849.99,50,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,702.35,849.99,36,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,702.35,849.99,107,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,702.35,849.99,96,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,702.35,849.99,89,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,702.35,849.99,64,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,702.35,849.99,47,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,702.35,849.99,30,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,702.35,849.99,63,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,753.18,849.99,21,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,753.18,849.99,6,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,753.18,849.99,126,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,753.18,849.99,179,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,753.18,849.99,127,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,753.18,849.99,98,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,753.18,849.99,74,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,753.18,849.99,54,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,753.18,849.99,36,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,596.05,824.98,51,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,596.05,824.98,37,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,596.05,824.98,108,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,596.05,824.98,98,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,596.05,824.98,90,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,596.05,824.98,68,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,596.05,824.98,48,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,596.05,824.98,32,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,596.05,824.98,65,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,580.42,820.61,23,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,580.42,820.61,8,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,580.42,820.61,128,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,580.42,820.61,180,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,580.42,820.61,131,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,580.42,820.61,99,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,580.42,820.61,76,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,580.42,820.61,55,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,580.42,820.61,37,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
EVGA 11G-P4-6598-KR,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,663.54,809.99,20,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
EVGA 11G-P4-6598-KR,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,663.54,809.99,5,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
EVGA 11G-P4-6598-KR,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,663.54,809.99,125,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
EVGA 11G-P4-6598-KR,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,663.54,809.99,178,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
EVGA 11G-P4-6598-KR,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,663.54,809.99,126,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
EVGA 11G-P4-6598-KR,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,663.54,809.99,97,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
EVGA 11G-P4-6598-KR,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,663.54,809.99,73,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
EVGA 11G-P4-6598-KR,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,663.54,809.99,53,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
EVGA 11G-P4-6598-KR,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,663.54,809.99,35,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Corsair CB-9060011-WW,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,573.51,799.99,49,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Corsair CB-9060011-WW,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,573.51,799.99,35,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Corsair CB-9060011-WW,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,573.51,799.99,106,"Southlake, Texas",,2014 Jabberwocky Rd,,Southlake,Texas,United States of America
Corsair CB-9060011-WW,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,573.51,799.99,96,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Corsair CB-9060011-WW,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,573.51,799.99,88,New Jersey,,2007 Zagora St,,South Brunswick,New Jersey,United States of America
Corsair CB-9060011-WW,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,573.51,799.99,63,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
